[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.2, 0.19021130325958568, 0.16180339887710066, 0.11755705046285331, 0.061803398881821375, 8.979318433952318E-12, -0.06180339886474165, -0.11755705044832446, -0.16180339886654482, -0.19021130325403612, -0.2]
[0.3894183423086505, 0.3728297472644989, 0.31714792589144547, 0.23042145583436452, 0.12113972824080985, 1.760020531018791E-11, -0.12113972820733218, -0.2304214558058868, -0.3171479258707552, -0.3728297472536213, -0.3894183423086505]
[0.5646424733950355, 0.5403023268872086, 0.4598325345784409, 0.33408789213976087, 0.1756403990930771, 2.551853526751427E-11, -0.17564039904453788, -0.33408789209847106, -0.4598325345484421, -0.5403023268714371, -0.5646424733950355]
[0.7173560908995228, 0.6858787145530004, 0.5841348658234288, 0.42441820014869347, 0.22312985238416597, 3.241822554050288E-11, -0.22312985232250276, -0.42441820009623976, -0.5841348657853188, -0.6858787145329647, -0.7173560908995228]
[0.8414709848078965, 0.8037592586295731, 0.6850392766614135, 0.49780387011758376, 0.2617124030062966, 3.802385267030645E-11, -0.26171240293397097, -0.4978038700560599, -0.6850392766167136, -0.8037592586060729, -0.8414709848078965]
[0.9320390859672264, 0.8893191725853619, 0.7584504452833948, 0.551305270097867, 0.2898476379910358, 4.211163885102363E-11, -0.28984763791093476, -0.551305270029729, -0.7584504452338893, -0.8893191725593353, -0.9320390859672264]
[0.9854497299884603, 0.9392681692000262, 0.8013796805628369, 0.5827645095531098, 0.30641093484034576, 4.4518403797184324E-11, -0.3064109347556668, -0.5827645094810774, -0.801379680510502, -0.9392681691725123, -0.9854497299884603]
[0.9995736030415051, 0.9517472662603202, 0.8120882024154218, 0.590890690316614, 0.31073645634349134, 4.514807437105622E-11, -0.3107364562576146, -0.5908906902435627, -0.8120882023623467, -0.9517472662324172, -0.9995736030415051]
[0.9738476308781953, 0.9263693447290735, 0.7901725061056262, 0.5753165855263007, 0.30264125719175056, 4.397552293421996E-11, -0.3026412571081041, -0.5753165854551464, -0.7901725060539295, -0.9263693447018952, -0.9738476308781953]
[0.9092974268256817, 0.8642112741077072, 0.736581803324217, 0.5366246523386051, 0.2824306369477857, 4.104756302831031E-11, -0.2824306368697085, -0.5366246522721883, -0.7365818032759625, -0.8642112740823386, -0.9092974268256817]
[0.8084964038195901, 0.7677634785744675, 0.6535653202744789, 0.47633863628185263, 0.25088612968117013, 3.648107813895662E-11, -0.25088612961177886, -0.47633863622282446, -0.6535653202315928, -0.7677634785519212, -0.8084964038195901]
[0.6754631805511506, 0.640839194313889, 0.5445557527897319, 0.39687616370759154, 0.20923807373284037, 3.045835655337092E-11, -0.209238073674905, -0.39687616365830847, -0.544555752753926, -0.640839194295065, -0.6754631805511506]
[0.5155013718214642, 0.48844232523112674, 0.4140019942157641, 0.3014587636148585, 0.1591243396544615, 2.321981163704503E-11, -0.15912433961029465, -0.3014587635772879, -0.4140019941884677, -0.4884423252167763, -0.5155013718214642]
[0.33498815015590466, 0.3165914585707184, 0.26716754492889033, 0.19397912164020575, 0.1025357012573265, 1.505439028808877E-11, -0.10253570122869127, -0.19397912161584738, -0.2671675449111931, -0.31659145856141435, -0.33498815015590466]
[0.1411200080598672, 0.13209913328909623, 0.10991022104791294, 0.07883048810326984, 0.04174710879644054, 6.288036057957001E-12, -0.04174710878448, -0.07883048809309603, -0.10991022104052127, -0.13209913328520997, -0.1411200080598672]
[-0.05837414342758009, -0.057690367134023944, -0.05154523794177969, -0.039291356632385664, -0.02076643151980363, -2.7293260292621484E-12, 0.020766431514611987, 0.03929135662796883, 0.051545237938570763, 0.05769036713233722, 0.05837414342758009]
[-0.25554110202683167, -0.24519580580310818, -0.21083539379809632, -0.1555990710882213, -0.08242986680839566, -1.1637754704415527E-11, 0.08242986678625905, 0.15559907106939022, 0.21083539378441488, 0.24519580579591574, 0.25554110202683167]
[-0.44252044329485246, -0.42291213034169217, -0.3616853158581207, -0.2654218326245212, -0.1406821048051544, -2.008165659617725E-11, 0.14068210476695642, 0.2654218325920276, 0.36168531583451285, 0.42291213032928104, 0.44252044329485246]
[-0.6118578909427193, -0.5837242551333026, -0.49813472169356116, -0.3643966923748018, -0.19309857915342848, -2.772397775358957E-11, 0.19309857910069395, 0.364396692329943, 0.49813472166096934, 0.5837242551161682, 0.6118578909427193]
[-0.7568024953079282, -0.7212031527154437, -0.6147616232848556, -0.4486340191949025, -0.2375132471175922, -3.425965337895959E-11, 0.23751324705242619, 0.4486340191394691, 0.6147616232445807, 0.7212031526942699, 0.7568024953079282]
